name,category,prompt,negative_prompt
McDonald'S Ordering Bay — After Rainfall,McDonald's drive-through,"McDonald's ordering bay, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Late-Night Takeaway Car Park — After Rainfall,Fast-food car parks,"late-night takeaway car park, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Modern Hotel Corridor — After Rainfall,Hotels,"modern hotel corridor, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Airport Departure Lounge — After Rainfall,Airports,"airport departure lounge, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Country Railway Platform — After Rainfall,Train stations,"country railway platform, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Empty Classroom — After Rainfall,Schools,"empty classroom, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Hospital Reception Area — After Rainfall,Hospitals,"hospital reception area, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Empty Industrial Warehouse — After Rainfall,Warehouses,"empty industrial warehouse, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Industrial Rooftop — After Rainfall,Rooftops,"industrial rooftop, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Floating Crystal Castle — After Rainfall,Fantasy castles,"floating crystal castle, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Ancient Magical Woodland — After Rainfall,Enchanted forests,"ancient magical woodland, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Skyborne Waterfall Island — After Rainfall,Floating islands,"skyborne waterfall island, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Rune-Lit Archive — After Rainfall,Magical libraries,"rune-lit archive, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Desert Temple Ruins — After Rainfall,Ancient ruins,"desert temple ruins, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Decaying Manor Interior — After Rainfall,Gothic mansions,"decaying manor interior, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Flickering Hospital Corridor — After Rainfall,Haunted hospitals,"flickering hospital corridor, after rainfall, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
